,2015_Illapel_earthquake,2016_Taiwan_earthquake,2016_Sumatra_earthquake,2016_Afghanistan_earthquake,2016_Kumamoto_earthquakes,2016_Ecuador_earthquake,August_2016_Myanmar_earthquake,2016_Kaikoura_earthquake,2016_Aceh_earthquake,January_2017_Central_Italy_earthquakes,2017_Surigao_earthquake,2017_Leyte_earthquake,2017_Aegean_Sea_earthquake,2017_Jiuzhaigou_earthquake,2017_Ischia_earthquake,2017_Chiapas_earthquake,2017_Central_Mexico_earthquake,2017_Iran%E2%80%93Iraq_earthquake,2018_Swan_Islands_earthquake,2018_Hualien_earthquake,2018_Oaxaca_earthquake,2018_Papua_New_Guinea_earthquake,2018_Osaka_earthquake,2018_Hokkaido_Eastern_Iburi_earthquake,2018_Sulawesi_earthquake_and_tsunami,2018_Haiti_earthquake,2018_Anchorage_earthquake,2019_Luzon_earthquake,2019_Peru_earthquake,2019_Albania_earthquake,2019_Davao_del_Sur_earthquake,2020_Elaz%C4%B1%C4%9F_earthquake,2020_Caribbean_earthquake,2020_Oaxaca_earthquake
254,137.0,89,30,13,146,233.0,13,248.0,32.0,84,32.0,49.0,15.0,30,13,65,429.0,65.0,8,47.0,47.0,91,106.0,61.0,217.0,33,60,68,89,100,58,30,67.0,24
255,81.0,99,22,12,214,182.0,11,296.0,21.0,59,50.0,40.0,22.0,22,20,154,319.0,58.0,1,29.0,56.0,73,103.0,44.0,285.0,21,62,71,129,74,59,44,70.0,38
256,94.0,94,135,18,222,224.0,13,188.0,14.0,77,43.0,34.0,19.0,26,10,109,208.0,41.0,11,28.0,68.0,91,116.0,59.0,491.0,29,81,58,119,60,69,33,48.0,22
257,116.0,89,129,8,250,165.0,23,168.0,28.0,98,44.0,22.0,10.0,23,14,98,258.0,46.0,8,48.0,50.0,66,70.0,59.0,303.0,27,69,73,52,71,49,30,41.0,34
258,172.0,63,130,11,214,184.0,16,124.0,39.0,78,28.0,27.0,32.0,14,14,110,414.0,43.0,18,71.0,52.0,56,74.0,70.0,259.0,13,78,98,72,74,28,39,52.0,44
259,178.0,73,139,16,197,174.0,16,158.0,64.0,81,24.0,17.0,19.0,10,24,94,457.0,67.0,11,386.0,39.0,95,98.0,57.0,229.0,16,70,192,79,78,38,41,77.0,26
260,149.0,36,119,14,271,150.0,11,184.0,30.0,81,13.0,18.0,18.0,31,28,61,430.0,47.0,15,151.0,33.0,80,94.0,59.0,231.0,19,45,333,79,59,37,31,40.0,21
261,124.0,52,102,14,231,215.0,7,255.0,22.0,79,16.0,18.0,11.0,21,27,63,364.0,40.0,22,61.0,34.0,93,107.0,87.0,225.0,26,76,259,95,74,50,42,50.0,36
262,73.0,53,109,20,166,301.0,10,233.0,13.0,53,33.0,18.0,15.0,14,7,131,374.0,51.0,51,59.0,42.0,77,97.0,75.0,311.0,24,76,225,75,55,42,39,39.0,19
263,93.0,73,84,23,297,344.0,8,227.0,19.0,70,19.0,13.0,12.0,20,24,104,202.0,44.0,41,48.0,48.0,83,114.0,58.0,396.0,20,74,107,93,63,44,39,31.0,16
264,148.0,97,161,14,295,289.0,16,193.0,20.0,87,34.0,16.0,22.0,15,16,107,280.0,52.0,45,44.0,38.0,66,78.0,66.0,348.0,14,122,106,75,64,41,29,44.0,15
265,151.0,82,191,20,307,220.0,18,111.0,33.0,87,33.0,12.0,19.0,13,13,91,431.0,39.0,24,46.0,45.0,50,95.0,52.0,287.0,14,117,308,47,61,35,42,62.0,26
266,151.0,69,118,7,228,173.0,15,160.0,12.0,74,35.0,8.0,20.0,21,29,100,374.0,51.0,31,100.0,34.0,88,102.0,62.0,231.0,20,84,359,52,64,146,26,93.0,18
267,188.0,50,124,17,169,215.0,16,239.0,13.0,61,30.0,10.0,12.0,18,22,67,386.0,77.0,22,97.0,34.0,82,112.0,80.0,225.0,17,60,323,61,71,85,42,64.0,26
268,144.0,88,77,15,313,280.0,7,273.0,17.0,56,37.0,16.0,9.0,18,15,74,421.0,69.0,19,59.0,29.0,71,87.0,53.0,248.0,27,72,288,79,32,72,39,90.0,19
269,71.0,98,77,17,293,278.0,11,252.0,13.0,40,43.0,11.0,8.0,14,8,102,310.0,65.0,15,43.0,57.0,116,165.0,47.0,490.0,29,92,259,83,63,71,68,26.0,8
270,83.0,89,81,16,276,290.0,10,283.0,22.0,55,35.0,15.0,16.0,22,17,112,218.0,60.0,18,33.0,48.0,100,115.0,54.0,379.0,33,89,184,65,71,69,64,51.0,60
271,122.0,98,77,10,248,276.0,19,230.0,26.0,71,50.0,12.0,29.0,28,13,130,307.0,33.0,22,57.0,44.0,74,64.0,67.0,316.0,39,200,176,68,59,43,85,47.0,33
272,129.0,105,87,21,216,212.0,20,154.0,24.0,66,47.0,11.0,7.0,15,36,112,507.0,52.0,21,197.0,45.0,57,67.0,53.0,278.0,122,129,310,38,58,44,65,51.0,28
273,119.0,53,70,19,204,142.0,22,200.0,17.0,57,28.0,14.0,18.0,31,18,77,376.0,45.0,12,149.0,41.0,64,69.0,57.0,272.0,38,64,291,50,79,44,53,59.0,12
274,122.0,41,95,18,159,189.0,19,229.0,23.0,67,30.0,8.0,12.0,37,21,52,278.0,80.0,15,51.0,24.0,89,118.0,69.0,277.0,34,78,215,78,55,51,32,85.0,27
275,84.0,89,75,14,172,178.0,22,210.0,22.0,61,71.0,5.0,14.0,28,23,96,287.0,48.0,6,49.0,35.0,89,94.0,70.0,270.0,34,123,199,92,59,59,46,65.0,20
276,65.0,91,55,20,252,248.0,13,264.0,65.0,32,109.0,10.0,18.0,28,28,88,297.0,56.0,8,52.0,61.0,87,108.0,50.0,267.0,27,90,201,79,48,69,58,145.0,26
277,105.0,99,53,17,270,233.0,22,209.0,36.0,61,87.0,17.0,28.0,27,13,77,212.0,48.0,14,33.0,51.0,80,98.0,67.0,215.0,23,94,129,82,49,48,35,148.0,12
278,113.0,84,101,10,285,269.0,20,166.0,38.0,61,73.0,29.0,27.0,15,13,102,257.0,48.0,10,26.0,29.0,180,73.0,51.0,220.0,15,97,107,65,67,49,31,141.0,8
279,113.0,101,153,12,244,152.0,58,137.0,29.0,54,63.0,10.0,8.0,19,13,83,322.0,81.0,24,50.0,32.0,71,53.0,66.0,281.0,29,94,152,37,64,45,28,206.0,28
280,123.0,83,1116,8,229,113.0,30,170.0,34.0,59,38.0,12.0,10.0,15,18,62,279.0,72.0,17,51.0,32.0,67,58.0,85.0,266.0,19,76,211,59,64,51,1348,233.0,19
281,128.0,58,650,18,136,188.0,17,206.0,26.0,59,40.0,16.0,9.0,20,16,75,310.0,59.0,22,43.0,24.0,90,90.0,66.0,487.0,19,73,212,90,63,63,1280,176.0,13
282,83.0,148,358,11,186,221.0,32,244.0,20.0,38,62.0,5.0,11.0,13,16,98,325.0,72.0,11,49.0,30.0,66,76.0,55.0,643.0,20,70,172,73,71,74,742,93.0,16
283,72.0,149,283,10,170,235.0,18,211.0,19.0,45,87.0,9.0,11.0,17,12,133,246.0,49.0,7,39.0,58.0,110,85.0,45.0,481.0,24,180,132,63,61,57,905,74.0,10
284,84.0,124,285,14,276,177.0,6,225.0,30.0,34,92.0,10.0,15.0,18,14,121,250.0,52.0,13,38.0,56.0,88,90.0,53.0,369.0,11,357,127,59,68,56,769,62.0,19
285,130.0,126,337,14,181,188.0,24,98.0,23.0,63,64.0,13.0,21.0,16,14,77,269.0,56.0,13,41.0,61.0,81,50.0,76.0,278.0,9,89,116,59,71,72,337,74.0,11
286,108.0,94,221,10,203,151.0,14,97.0,20.0,58,62.0,14.0,21.0,19,21,74,293.0,125.0,13,80.0,39.0,39,71.0,262.0,242.0,16,82,127,36,69,36,221,86.0,16
287,89.0,87,231,14,177,123.0,36,165.0,59.0,62,41.0,8.0,18.0,31,19,75,282.0,208.0,17,49.0,76.0,74,73.0,189.0,258.0,17,94,225,44,83,40,143,79.0,14
288,105.0,86,153,14,132,159.0,22,239.0,56.0,75,37.0,9.0,12.0,13,19,69,267.0,114.0,18,48.0,68.0,76,85.0,102.0,222.0,6,65,188,72,69,51,91,63.0,15
289,96.0,102,73,11,168,241.0,27,248.0,52.0,38,48.0,11.0,23.0,13,13,71,291.0,98.0,14,41.0,44.0,78,81.0,66.0,406.0,19,65,164,66,80,59,137,60.0,23
290,80.0,136,140,4,207,246.0,20,232.0,20.0,39,67.0,6.0,20.0,18,10,70,230.0,79.0,8,38.0,60.0,78,77.0,43.0,315.0,29,73,185,82,61,86,128,79.0,23
291,82.0,230,143,13,226,244.0,10,210.0,29.0,40,69.0,14.0,21.0,18,22,103,207.0,64.0,10,29.0,35.0,73,96.0,46.0,656.0,17,272,128,92,81,76,121,56.0,20
292,81.0,141,117,16,191,234.0,24,227.0,30.0,61,35.0,18.0,25.0,20,16,61,223.0,53.0,8,47.0,62.0,59,85.0,77.0,262.0,18,79,94,31,77,87,83,66.0,20
293,69.0,159,104,14,213,163.0,18,149.0,30.0,46,46.0,6.0,16.0,21,21,64,294.0,53.0,16,147.0,52.0,54,53.0,65.0,256.0,14,68,130,24,84,75,68,62.0,30
294,81.0,229,81,14,175,142.0,13,204.0,36.0,39,39.0,7.0,29.0,21,10,52,305.0,51.0,7,90.0,46.0,96,56.0,58.0,254.0,17,75,122,44,91,93,70,59.0,16
295,85.0,98,69,8,179,204.0,30,378.0,26.0,45,30.0,7.0,20.0,15,17,57,324.0,44.0,14,38.0,21.0,91,88.0,50.0,184.0,17,52,148,26,74,171,62,45.0,14
296,82.0,87,42,16,206,231.0,26,327.0,32.0,46,48.0,5.0,12.0,21,12,85,264.0,59.0,16,42.0,31.0,77,72.0,60.0,258.0,20,83,118,51,64,170,54,73.0,17
297,53.0,132,44,10,254,228.0,12,352.0,18.0,37,69.0,3.0,8.0,14,20,83,283.0,69.0,9,76.0,43.0,65,82.0,51.0,340.0,14,67,106,110,77,174,43,66.0,23
298,89.0,125,65,2,224,279.0,17,292.0,16.0,67,50.0,15.0,15.0,23,16,83,192.0,105.0,10,59.0,45.0,86,87.0,39.0,260.0,18,99,83,65,102,154,37,51.0,12
299,85.0,114,101,6,169,227.0,13,506.0,15.0,220,56.0,7.0,19.0,22,14,78,210.0,66.0,9,58.0,43.0,73,78.0,49.0,280.0,18,60,52,40,79,136,39,57.0,23
