,2015_Bangkok_bombing,2015_Chattanooga_shootings,Umpqua_Community_College_shooting,June_2016_Tel_Aviv_shooting,2016_shooting_of_Almaty_police_officers,Botroseya_Church_bombing,August_2016_Gaziantep_bombing,July_2016_Kabul_bombing,Orlando_nightclub_shooting,Sagamihara_stabbings,Al-Faqma_ice_cream_parlor_bombing,Manchester_Arena_bombing,2017_Nasiriyah_attacks,2017_Peshawar_Agriculture_Directorate_attack,Quebec_City_mosque_shooting,2017_Quetta_church_attack,2017_Sinai_mosque_attack,Sutherland_Springs_church_shooting,2017_Tehran_attacks,Ahvaz_military_parade_attack,Campinas_Cathedral_shooting,Carcassonne_and_Tr%C3%A8bes_attack,2018_Minya_bus_attack,2018_M%C3%BCnster_attack,2018_Ouagadougou_attacks,2018_Strasbourg_attack,Thousand_Oaks_shooting,Toronto_van_attack,2019_Altamira_prison_riot,"Aurora,_Illinois_shooting",2019_Dayton_shooting,2019_Jolo_Cathedral_bombings,17_August_2019_Kabul_bombing,Paris_police_headquarters_stabbing,2019_Sri_Lanka_Easter_bombings,Kabul_gurdwara_attack,Pakistan_Stock_Exchange_attack
123,302,993,1089,71,8,323.0,81,45,40,72,12,6,33,17,280.0,15,118.0,3943,161,54.0,5,70,23,13.0,17.0,65.0,576.0,539.0,13.0,110.0,610,93,43.0,51,1180,47,22
124,274,1190,568,44,9,210.0,45,42,55,94,21,3,28,15,190.0,10,97.0,3150,172,54.0,4,75,29,20.0,14.0,59.0,599.0,503.0,13.0,112.0,707,129,49.0,66,1313,78,33
125,317,1266,502,23,6,134.0,52,32,38,119,35,8,15,17,243.0,19,87.0,2521,146,34.0,8,69,20,18.0,11.0,142.0,508.0,706.0,18.0,85.0,671,85,38.0,40,1423,54,24
126,350,2327,522,37,5,107.0,35,32,49,107,27,3,20,20,685.0,18,100.0,2392,134,44.0,4,70,27,25.0,12.0,223.0,543.0,790.0,19.0,80.0,552,64,32.0,51,1281,54,17
127,359,5247,418,27,13,143.0,41,42,47,88,49,4,18,16,516.0,11,120.0,2629,125,30.0,5,79,22,21.0,11.0,132.0,563.0,579.0,12.0,86.0,621,74,37.0,28,1283,42,31
128,317,3268,319,35,12,115.0,41,38,51,94,25,7,18,17,458.0,17,120.0,2556,130,61.0,9,83,23,24.0,25.0,111.0,1663.0,469.0,22.0,76.0,663,85,26.0,29,1249,30,24
129,377,2015,326,21,9,98.0,46,57,54,77,34,1,18,17,316.0,40,93.0,3431,141,55.0,8,74,26,91.0,19.0,86.0,1426.0,819.0,19.0,79.0,685,97,30.0,27,1183,21,20
130,282,1092,420,56,8,69.0,39,55,53,94,17,1,13,13,244.0,15,129.0,3567,143,51.0,0,72,14,28.0,14.0,114.0,1304.0,685.0,25.0,68.0,579,111,44.0,32,1314,25,12
131,305,1032,429,32,16,52.0,39,44,46,85,21,6,13,19,191.0,12,128.0,2607,133,61.0,12,65,23,24.0,23.0,128.0,1267.0,460.0,18.0,96.0,601,76,33.0,39,1040,46,29
132,331,598,489,34,3,47.0,65,30,43,66,20,3,13,19,184.0,15,142.0,1789,187,58.0,6,72,20,29.0,20.0,120.0,1028.0,492.0,21.0,114.0,539,57,37.0,31,1089,45,22
133,351,338,457,36,17,48.0,39,26,49,78,16,4,7,12,239.0,16,111.0,1804,139,53.0,10,78,114,22.0,22.0,120.0,765.0,501.0,19.0,79.0,567,69,47.0,43,20502,38,25
134,378,293,514,39,10,49.0,270,34,55,109,17,8,12,17,261.0,13,93.0,2341,147,42.0,13,57,110,27.0,15.0,118.0,941.0,441.0,17.0,66.0,533,86,36.0,20,2860,31,25
135,342,532,574,32,7,44.0,213,44,55,98,22,14,15,19,254.0,15,100.0,2629,147,48.0,10,67,70,24.0,25.0,102.0,843.0,436.0,25.0,56.0,634,71,41.0,25,2162,15,18
136,482,564,454,24,7,51.0,118,56,58,73,22,7,9,19,567.0,15,133.0,3169,127,60.0,8,75,72,27.0,30.0,78.0,759.0,470.0,21.0,81.0,553,74,41.0,34,1879,26,27
137,370,534,466,22,8,51.0,96,50,36,71,21,4,21,13,474.0,16,135.0,2839,115,48.0,10,81,45,23.0,24.0,110.0,928.0,430.0,13.0,79.0,544,79,35.0,35,1475,24,16
138,340,629,478,35,6,80.0,89,50,53,85,25,3,11,13,262.0,14,161.0,2585,151,36.0,3,63,45,30.0,13.0,83.0,928.0,408.0,20.0,76.0,477,61,36.0,45,1379,31,28
139,313,936,508,28,7,64.0,72,46,36,87,29,10,18,11,220.0,15,106.0,3470,146,36.0,4,76,40,16.0,26.0,93.0,832.0,386.0,19.0,56.0,425,74,27.0,38,1132,26,17
140,334,3409,556,27,8,56.0,46,38,39,77,25,10,13,15,183.0,14,133.0,3864,133,47.0,2,67,45,27.0,26.0,91.0,804.0,654.0,12.0,72.0,442,68,54.0,40,1255,38,30
141,307,2518,555,37,9,40.0,35,58,49,72,26,394,11,20,952.0,16,145.0,3426,124,36.0,5,61,30,15.0,27.0,74.0,717.0,1054.0,31.0,73.0,450,87,46.0,41,1401,31,15
142,339,1852,372,27,7,49.0,47,46,55,80,19,545,56,16,523.0,18,144.0,3441,81,54.0,3,60,34,25.0,16.0,63.0,557.0,611.0,16.0,73.0,511,77,55.0,36,1341,27,29
143,337,1423,514,65,7,20.0,54,47,82,100,21,678,10,10,298.0,19,134.0,3059,81,38.0,3,87,38,22.0,24.0,85.0,600.0,532.0,24.0,82.0,433,93,44.0,44,1503,37,31
144,320,5952,1138,32,15,33.0,43,38,79,71,30,574,15,14,253.0,10,105.0,2543,118,106.0,3,106,37,9.0,38.0,68.0,1070.0,884.0,15.0,96.0,545,98,35.0,29,1364,39,18
145,315,1755,1516,46,2,42.0,29,47,104,92,14,802,13,31,214.0,24,91.0,2078,114,123.0,6,78,30,20.0,30.0,70.0,898.0,511.0,10.0,93.0,563,62,45.0,33,1142,31,25
146,303,1232,1360,31,16,32.0,38,48,80,166,24,1118,16,14,175.0,15,93.0,1536,127,103.0,6,81,32,18.0,29.0,61.0,694.0,565.0,31.0,67.0,560,87,44.0,78,1067,42,27
147,350,1387,917,26,15,25.0,45,33,90,135,26,1242,14,12,181.0,25,73.0,1539,142,130.0,5,61,26,16.0,15.0,90.0,738.0,598.0,21.0,67.0,717,60,45.0,41,1157,32,33
148,469,1313,771,29,6,37.0,20,40,78,94,19,1392,13,14,236.0,21,91.0,1634,135,276.0,6,59,22,29.0,13.0,86.0,627.0,456.0,14.0,73.0,954,99,36.0,55,1229,39,18
149,375,819,539,32,8,38.0,36,50,115,81,14,1372,15,14,176.0,14,212.0,3188,133,203.0,3,65,27,14.0,21.0,49.0,589.0,536.0,16.0,78.0,765,85,39.0,54,1332,33,21
150,1071,792,466,24,11,33.0,38,70,85,74,18,1258,10,11,150.0,18,370.0,6488,138,106.0,8,95,36,17.0,18.0,66.0,560.0,611.0,14.0,99.0,550,84,37.0,25,1380,31,34
151,539,973,582,45,11,29.0,36,46,66,80,18,1146,19,11,151.0,25,305.0,4843,192,79.0,8,88,24,26.0,15.0,51.0,666.0,639.0,14.0,88.0,605,77,39.0,26,1251,36,17
152,407,850,551,34,11,25.0,19,60,78,67,17,1152,21,10,220.0,29,300.0,2723,227,55.0,3,72,32,21.0,35.0,56.0,659.0,384.0,16.0,63.0,541,132,42.0,33,1217,35,20
153,380,2873,476,28,9,23.0,22,47,80,81,18,1179,24,16,167.0,15,164.0,1811,179,45.0,7,116,25,15.0,26.0,68.0,639.0,464.0,11.0,102.0,419,134,24.0,19,1149,39,14
154,394,4352,495,21,12,24.0,10,27,76,145,13,1877,19,19,179.0,13,153.0,1599,169,60.0,4,75,26,10.0,37.0,133.0,546.0,723.0,45.0,98.0,431,139,31.0,21,1258,29,37
155,351,1159,521,14,13,52.0,22,41,72,120,25,1413,16,14,236.0,16,103.0,1619,207,54.0,4,68,20,19.0,22.0,76.0,587.0,687.0,12.0,76.0,557,188,28.0,24,1258,52,26
156,304,753,353,26,9,26.0,19,30,66,101,18,1218,18,10,165.0,21,90.0,1406,234,44.0,2,74,20,18.0,21.0,71.0,565.0,548.0,29.0,67.0,528,218,36.0,16,1151,46,29
157,299,654,386,22,11,37.0,23,24,77,82,18,1202,12,16,176.0,11,91.0,1394,203,47.0,3,88,25,19.0,24.0,52.0,556.0,502.0,26.0,108.0,2398,135,34.0,33,1056,36,19
158,298,600,605,28,8,35.0,11,24,69,143,18,1062,12,24,180.0,13,95.0,1555,271,93.0,3,74,25,26.0,17.0,69.0,654.0,449.0,13.0,96.0,909,113,35.0,30,1223,38,30
159,255,610,507,25,9,20.0,19,42,79,141,15,1145,19,17,147.0,15,131.0,1464,209,48.0,2,69,23,18.0,21.0,80.0,604.0,489.0,18.0,109.0,724,96,29.0,34,1008,26,20
160,285,454,548,31,3,25.0,18,35,67,95,26,1251,14,17,136.0,16,97.0,958,152,34.0,8,54,26,15.0,15.0,58.0,623.0,745.0,16.0,99.0,672,92,33.0,23,994,36,30
161,350,314,491,34,7,28.0,12,30,61,87,19,1276,19,15,181.0,11,69.0,1177,157,51.0,6,71,21,8.0,24.0,72.0,814.0,821.0,26.0,75.0,728,103,30.0,26,1225,39,19
162,234,236,479,32,22,36.0,21,34,90,98,15,1359,18,12,146.0,16,62.0,1306,147,40.0,9,79,27,29.0,11.0,56.0,623.0,498.0,14.0,110.0,727,99,23.0,15,1220,28,19
163,250,273,414,26,17,37.0,27,37,59,100,27,1813,11,18,151.0,13,83.0,1321,106,51.0,10,83,20,16.0,10.0,59.0,605.0,464.0,8.0,79.0,693,112,32.0,14,1049,39,14
164,277,340,406,21,10,35.0,24,29,75,138,20,2105,19,14,132.0,13,78.0,1165,142,46.0,9,67,32,9.0,25.0,92.0,758.0,456.0,29.0,509.0,659,131,27.0,27,1037,25,18
165,294,375,477,33,11,44.0,21,44,70,117,20,1351,15,11,152.0,13,69.0,1197,155,43.0,7,66,22,18.0,35.0,133.0,759.0,450.0,20.0,303.0,554,104,24.0,22,1360,29,10
166,211,383,476,37,5,210.0,24,41,64,93,14,1155,14,17,136.0,17,67.0,1261,151,54.0,6,66,19,21.0,50.0,91.0,3523.0,386.0,12.0,178.0,587,104,22.0,22,1071,44,24
167,244,361,432,48,13,233.0,15,33,68,99,18,1537,13,13,134.0,11,75.0,864,159,30.0,4,60,24,12.0,18.0,94.0,2232.0,420.0,13.0,114.0,535,69,32.0,22,1038,25,20
168,282,359,492,120,25,127.0,7,47,79,90,13,2212,16,16,141.0,14,79.0,1305,140,43.0,9,73,29,16.0,13.0,74.0,1410.0,435.0,12.0,83.0,546,86,22.0,34,1145,38,22
169,229,296,387,54,14,94.0,12,31,165,90,16,2207,13,13,215.0,22,65.0,1674,111,25.0,8,65,19,26.0,19.0,68.0,1096.0,465.0,18.0,384.0,615,114,22.0,10,1100,27,17
170,235,315,332,30,17,112.0,13,34,128,110,17,1649,18,15,211.0,13,103.0,1891,155,30.0,3,88,49,13.0,15.0,86.0,1009.0,459.0,12.0,3236.0,586,105,17.0,10,1114,48,34
171,273,277,326,35,14,100.0,17,50,105,87,19,1491,15,18,274.0,12,105.0,1611,147,41.0,4,89,42,27.0,24.0,59.0,989.0,474.0,20.0,2646.0,486,143,19.0,30,1251,48,16
172,202,392,470,33,15,56.0,18,90,92,72,14,1265,17,9,172.0,17,80.0,1310,149,29.0,4,76,44,15.0,34.0,86.0,1266.0,559.0,15.0,1959.0,494,106,22.0,20,1272,38,19
173,238,466,481,48,9,50.0,12,57,102,90,15,1341,18,18,124.0,10,74.0,1136,176,57.0,15,62,37,20.0,23.0,57.0,982.0,606.0,16.0,1300.0,501,79,21.0,14,1136,30,18
174,219,511,472,41,13,31.0,19,27,103,87,19,1441,17,16,114.0,16,84.0,940,146,53.0,6,63,43,19.0,28.0,60.0,904.0,588.0,21.0,936.0,458,72,27.0,13,967,38,22
175,220,349,426,44,9,42.0,17,28,168,78,18,1515,21,13,107.0,15,75.0,1520,104,43.0,6,75,32,26.0,15.0,49.0,960.0,519.0,42.0,667.0,496,67,25.0,28,1181,36,27
176,227,433,378,30,15,113.0,16,26,236,71,18,1534,14,14,131.0,14,86.0,1412,110,39.0,10,55,29,19.0,27.0,81.0,677.0,502.0,18.0,644.0,507,93,19.0,20,1255,35,19
177,240,320,329,20,14,121.0,22,30,214,86,14,1433,15,10,186.0,11,77.0,1198,142,28.0,14,75,43,23.0,12.0,43.0,596.0,494.0,15.0,365.0,514,236,23.0,13,1035,26,24
178,243,339,364,23,7,75.0,20,41,159,74,17,1366,18,11,135.0,11,90.0,1083,104,49.0,3,80,33,22.0,16.0,52.0,559.0,558.0,13.0,347.0,1053,228,22.0,23,1079,33,23
179,218,308,410,23,11,55.0,12,37,145,73,25,1194,15,18,123.0,16,94.0,1238,149,59.0,8,54,24,23.0,30.0,53.0,624.0,540.0,24.0,300.0,802,195,35.0,13,1086,30,25
180,188,354,433,38,10,41.0,23,28,114,94,22,1157,13,16,151.0,14,91.0,1278,127,45.0,7,60,32,33.0,17.0,77.0,602.0,447.0,19.0,236.0,483,140,13.0,23,1047,23,24
181,347,340,383,23,4,27.0,12,31,117,104,23,1339,14,17,144.0,13,86.0,1303,152,40.0,9,63,23,20.0,17.0,65.0,752.0,498.0,9.0,282.0,448,85,30.0,14,933,50,26
182,422,362,414,39,13,26.0,22,27,112,86,17,1385,10,14,103.0,13,90.0,1623,109,53.0,4,58,27,38.0,20.0,62.0,1179.0,543.0,12.0,195.0,400,90,22.0,19,1130,24,30
183,434,305,331,30,15,45.0,20,33,103,94,16,1484,17,14,83.0,14,152.0,2038,142,47.0,5,46,29,21.0,14.0,55.0,777.0,503.0,16.0,171.0,363,97,20.0,20,2185,36,30
184,437,254,347,30,11,45.0,14,41,89,138,18,1883,17,18,107.0,10,144.0,2153,122,48.0,4,55,21,17.0,14.0,69.0,619.0,521.0,20.0,141.0,518,116,22.0,26,1301,212,22
185,310,271,294,24,9,30.0,12,32,116,76,14,1577,9,23,100.0,9,96.0,2339,122,46.0,6,62,22,18.0,23.0,43.0,597.0,537.0,10.0,208.0,502,97,23.0,46,1127,61,35
186,246,396,379,23,8,43.0,18,36,101,56,18,1664,9,14,103.0,13,84.0,1991,112,57.0,7,49,24,14.0,21.0,47.0,531.0,516.0,13.0,142.0,464,103,29.0,31,1134,32,27
187,245,303,483,38,10,24.0,15,43,72,83,22,1332,9,18,121.0,11,74.0,1979,165,53.0,6,60,32,12.0,20.0,47.0,612.0,492.0,9.0,148.0,510,100,23.0,31,1059,40,14
188,259,246,446,27,5,34.0,21,24,75,102,13,1670,18,16,193.0,19,79.0,1703,122,36.0,11,45,25,20.0,26.0,63.0,691.0,586.0,14.0,154.0,485,84,16.0,17,920,43,13
189,275,287,500,38,10,26.0,24,29,85,87,10,1629,18,15,139.0,11,75.0,1824,150,34.0,2,49,21,11.0,11.0,53.0,576.0,670.0,8.0,118.0,612,113,19.0,15,3865,32,27
190,255,270,380,23,11,32.0,19,32,85,211,9,1587,18,18,167.0,12,57.0,1387,123,34.0,4,55,24,13.0,14.0,51.0,577.0,639.0,9.0,114.0,598,124,14.0,9,2376,28,26
191,201,195,273,25,17,20.0,16,22,78,841,15,1419,21,17,408.0,9,57.0,1369,125,44.0,4,62,22,12.0,19.0,62.0,523.0,604.0,14.0,91.0,746,103,28.0,25,1758,18,29
192,250,199,293,31,6,23.0,31,40,75,147,14,1416,18,13,124.0,10,78.0,1324,107,48.0,6,60,22,29.0,13.0,71.0,492.0,939.0,14.0,113.0,898,140,20.0,22,1333,13,18
193,234,230,429,40,16,35.0,23,31,80,114,23,1339,20,11,208.0,10,85.0,1247,103,35.0,10,64,20,17.0,22.0,43.0,577.0,642.0,18.0,109.0,673,105,23.0,23,1286,20,32
194,199,439,368,46,9,31.0,13,32,78,112,14,1059,18,16,149.0,9,58.0,7111,193,26.0,6,51,21,27.0,11.0,46.0,517.0,688.0,12.0,109.0,656,79,17.0,22,1156,31,22
195,219,427,784,44,11,28.0,23,30,57,118,36,1321,19,16,213.0,15,80.0,6386,148,38.0,6,54,22,15.0,11.0,49.0,509.0,1610.0,13.0,112.0,518,78,15.0,25,1072,102,17
196,227,381,533,41,7,30.0,19,26,52,146,22,1420,29,26,457.0,12,59.0,3652,154,37.0,5,66,29,16.0,15.0,68.0,450.0,1129.0,15.0,112.0,617,83,12.0,27,1104,64,10
197,253,263,404,179,16,29.0,17,28,51,160,24,3113,21,22,374.0,13,64.0,3223,133,27.0,3,40,17,13.0,13.0,49.0,432.0,739.0,17.0,123.0,709,86,19.0,29,1197,27,25
198,200,217,316,69,9,34.0,14,34,83,129,23,2350,27,15,289.0,9,68.0,3030,107,45.0,2,51,34,13.0,15.0,44.0,424.0,508.0,12.0,439.0,814,117,20.0,19,1001,28,15
199,214,244,408,22,7,14.0,25,50,62,106,15,1942,13,16,278.0,12,72.0,3319,100,32.0,6,48,29,11.0,22.0,62.0,463.0,772.0,19.0,322.0,631,113,32.0,20,1061,26,14
200,194,299,431,33,10,39.0,17,39,63,101,25,1520,13,13,304.0,10,59.0,2180,100,42.0,5,54,25,16.0,20.0,51.0,391.0,711.0,8.0,254.0,1001,100,17.0,19,995,29,26
201,238,312,470,31,8,30.0,13,28,67,118,18,1124,20,18,385.0,7,63.0,1887,104,38.0,7,61,23,14.0,15.0,52.0,527.0,625.0,15.0,186.0,842,97,23.0,17,955,24,10
202,235,344,559,48,7,20.0,7,27,59,104,14,1303,15,16,280.0,12,104.0,1604,129,25.0,5,64,22,26.0,18.0,69.0,443.0,565.0,14.0,190.0,592,63,25.0,36,983,29,14
203,228,300,481,40,8,24.0,11,29,70,91,10,1586,17,10,259.0,11,96.0,1459,115,41.0,6,61,23,22.0,20.0,57.0,442.0,552.0,21.0,121.0,646,94,28.0,25,1038,23,19
204,224,270,372,46,12,28.0,14,22,82,125,13,1565,13,14,316.0,17,94.0,1218,141,45.0,6,111,20,11.0,12.0,55.0,408.0,583.0,18.0,96.0,562,104,25.0,29,1014,23,18
205,228,204,310,58,9,21.0,18,35,65,99,13,1456,15,13,192.0,12,72.0,1114,120,31.0,3,113,17,14.0,18.0,51.0,650.0,813.0,34.0,130.0,577,92,14.0,24,1054,17,18
206,176,220,387,36,15,30.0,15,28,76,90,9,1509,12,10,162.0,10,108.0,1166,158,33.0,6,203,27,17.0,24.0,40.0,4039.0,583.0,24.0,140.0,585,100,19.0,20,1174,36,16
207,175,223,454,48,9,24.0,17,39,147,83,12,1372,14,9,123.0,6,140.0,1257,184,34.0,3,220,21,13.0,19.0,37.0,1315.0,436.0,17.0,140.0,789,177,22.0,32,1176,31,13
208,142,403,466,37,7,21.0,18,47,102,93,14,1034,13,18,122.0,23,98.0,1143,177,31.0,5,114,22,15.0,21.0,50.0,972.0,475.0,9.0,197.0,687,160,19.0,37,1202,37,14
209,221,482,462,48,11,24.0,13,49,90,97,15,1192,12,11,120.0,16,72.0,943,219,40.0,8,69,34,16.0,24.0,63.0,721.0,472.0,6.0,165.0,547,104,19.0,33,1567,32,18
210,293,546,412,38,7,26.0,14,26,82,108,11,1336,11,9,120.0,15,58.0,943,206,39.0,3,85,22,16.0,18.0,49.0,728.0,678.0,15.0,174.0,872,91,27.0,26,2036,32,16
211,245,477,339,48,9,34.0,7,38,74,98,9,1485,13,13,169.0,18,56.0,886,136,30.0,0,75,21,14.0,9.0,53.0,492.0,657.0,21.0,102.0,1571,101,31.0,28,1757,33,8
212,184,404,259,43,20,22.0,14,44,83,84,10,1427,19,10,134.0,18,73.0,986,147,47.0,9,68,21,22.0,10.0,57.0,553.0,591.0,6.0,94.0,870,101,24.0,22,1669,31,13
213,193,301,312,51,18,23.0,16,35,99,174,9,1541,15,11,156.0,9,81.0,859,100,43.0,10,66,17,13.0,18.0,55.0,443.0,546.0,11.0,160.0,748,119,43.0,16,1368,29,17
214,174,275,385,310,7,22.0,33,42,82,136,8,1274,16,9,195.0,8,68.0,876,136,60.0,8,74,13,12.0,21.0,54.0,472.0,530.0,8.0,131.0,628,85,28.0,17,1161,25,5
215,224,427,342,188,8,34.0,29,25,67,109,12,1288,14,12,177.0,13,64.0,821,106,41.0,14,74,19,14.0,13.0,53.0,445.0,844.0,18.0,128.0,678,65,18.0,18,998,32,12
216,250,776,396,74,16,31.0,16,38,77,100,19,1176,13,14,148.0,15,52.0,919,109,32.0,6,75,25,30.0,13.0,51.0,461.0,549.0,11.0,132.0,514,79,22.0,14,921,40,6
217,956,649,371,53,8,29.0,10,37,100,101,17,1953,13,10,124.0,12,49.0,911,125,36.0,5,50,22,16.0,13.0,57.0,778.0,567.0,7.0,151.0,551,77,23.0,34,975,34,5
218,723,488,326,87,11,22.0,15,35,107,88,21,1696,12,8,160.0,16,47.0,911,117,31.0,8,59,22,14.0,12.0,68.0,638.0,559.0,9.0,129.0,636,81,14.0,22,1001,51,9
219,612,378,279,32,10,31.0,23,40,95,71,18,1592,13,9,149.0,10,63.0,850,103,41.0,13,64,26,18.0,17.0,77.0,622.0,551.0,22.0,72.0,632,80,15.0,23,1121,45,13
220,374,352,346,49,9,26.0,10,38,84,92,22,1538,13,19,144.0,13,55.0,1068,89,31.0,6,83,21,17.0,17.0,57.0,540.0,460.0,8.0,119.0,764,126,30.0,16,1077,26,3
221,314,438,402,42,16,28.0,17,49,148,88,14,1695,11,15,151.0,13,52.0,876,82,31.0,7,62,24,12.0,19.0,39.0,499.0,429.0,8.0,152.0,558,99,32.0,15,939,25,5
222,258,393,381,51,14,21.0,13,39,106,99,11,1598,11,22,155.0,10,37.0,720,98,27.0,4,58,18,15.0,9.0,78.0,620.0,401.0,9.0,187.0,590,95,34.0,11,1059,80,7
223,329,329,404,36,10,21.0,10,25,83,85,20,2042,99,13,139.0,8,58.0,705,103,39.0,7,76,19,13.0,18.0,92.0,578.0,478.0,10.0,150.0,468,90,26.0,19,1046,118,9
224,341,300,353,31,9,20.0,11,35,87,107,14,2163,10,29,181.0,9,50.0,1260,92,35.0,5,50,21,10.0,9.0,62.0,494.0,492.0,13.0,118.0,510,121,29.0,20,1124,53,25
225,295,279,318,10,8,30.0,7,27,141,108,15,1549,14,19,204.0,12,62.0,969,105,35.0,5,49,17,24.0,18.0,47.0,459.0,1045.0,35.0,86.0,406,138,18.0,18,1165,43,18
226,341,203,279,17,10,42.0,14,28,75,104,10,2648,11,27,163.0,16,53.0,912,79,40.0,5,79,23,6.0,16.0,44.0,403.0,1071.0,36.0,92.0,402,147,20.0,31,1180,46,14
227,277,209,320,27,12,20.0,17,37,88,88,12,1665,10,26,136.0,14,60.0,850,118,44.0,2,67,24,21.0,19.0,40.0,402.0,1073.0,22.0,107.0,324,158,23.0,14,988,21,5
228,232,271,357,35,10,18.0,10,51,90,107,16,1589,9,21,192.0,10,79.0,814,109,32.0,6,56,21,18.0,15.0,57.0,471.0,785.0,26.0,132.0,367,121,18.0,20,1027,30,1
229,252,319,428,43,6,25.0,14,45,67,85,11,1250,12,17,186.0,9,54.0,816,103,39.0,11,50,24,19.0,22.0,51.0,1201.0,468.0,24.0,109.0,350,120,28.0,19,984,24,7
230,255,326,498,27,6,26.0,22,43,74,109,33,1351,13,16,151.0,12,43.0,748,98,31.0,8,84,19,27.0,12.0,82.0,717.0,562.0,13.0,137.0,434,97,13.0,18,857,12,8
231,257,263,369,21,10,20.0,18,30,89,88,19,1518,13,17,126.0,10,58.0,740,93,41.0,28,91,23,30.0,12.0,58.0,615.0,548.0,7.0,137.0,486,91,20.0,26,920,24,14
232,263,250,318,25,18,21.0,29,24,107,85,18,1469,12,18,184.0,11,60.0,790,78,28.0,23,70,21,19.0,17.0,48.0,533.0,603.0,34.0,117.0,410,110,103.0,22,1118,26,10
233,199,159,284,37,24,28.0,10,39,93,98,11,1523,16,16,171.0,15,61.0,852,86,40.0,17,70,17,8.0,13.0,41.0,418.0,552.0,19.0,116.0,358,106,18.0,29,1084,22,14
234,206,221,474,21,7,28.0,15,39,87,50,15,1725,12,17,182.0,12,69.0,687,96,61.0,13,61,19,19.0,14.0,51.0,416.0,493.0,12.0,142.0,353,113,10.0,23,1105,27,9
235,226,255,573,24,23,28.0,18,34,78,87,16,1945,10,15,187.0,15,51.0,870,101,70.0,26,83,21,34.0,17.0,96.0,405.0,490.0,6.0,118.0,411,129,8.0,18,1028,15,16
236,206,258,349,34,2,22.0,23,35,83,62,15,1095,12,14,138.0,8,59.0,1631,103,49.0,63,66,20,21.0,13.0,364.0,552.0,354.0,13.0,115.0,343,115,33.0,15,835,26,15
237,272,233,353,24,15,16.0,8,32,59,85,13,1191,17,17,120.0,9,60.0,973,107,46.0,51,65,13,11.0,16.0,298.0,436.0,397.0,16.0,117.0,378,83,25.0,43,878,34,11
238,239,262,365,21,14,23.0,15,26,45,72,12,1407,14,14,135.0,8,60.0,776,100,36.0,25,51,16,13.0,11.0,196.0,533.0,459.0,13.0,95.0,480,99,40.0,17,1158,41,17
239,264,278,263,32,11,23.0,22,28,52,129,17,1497,19,14,163.0,9,45.0,922,82,54.0,25,47,14,15.0,15.0,142.0,619.0,433.0,9.0,103.0,407,123,13.0,20,1107,31,7
240,216,212,245,31,4,27.0,11,25,39,193,5,1396,13,13,133.0,12,60.0,918,79,58.0,16,53,20,29.0,13.0,135.0,446.0,428.0,10.0,83.0,478,114,11.0,18,1112,25,10
241,304,231,301,26,6,27.0,15,33,60,135,12,1379,16,15,129.0,10,70.0,717,78,31.0,10,67,14,20.0,13.0,110.0,480.0,451.0,6.0,104.0,764,102,6.0,19,1218,36,17
242,202,302,337,20,14,31.0,11,39,56,102,12,1343,22,10,140.0,5,55.0,726,80,55.0,17,67,22,16.0,22.0,100.0,439.0,407.0,10.0,136.0,1104,119,13.0,10,1070,31,9
243,180,298,329,19,9,23.0,14,43,48,113,12,1108,14,10,128.0,10,47.0,743,122,43.0,4,73,22,24.0,22.0,133.0,413.0,378.0,11.0,124.0,1381,125,10.0,23,958,22,3
244,162,295,800,38,12,14.0,19,27,52,108,17,1247,10,15,109.0,7,63.0,653,103,35.0,10,55,16,21.0,20.0,92.0,583.0,368.0,16.0,118.0,1857,92,14.0,26,882,22,10
245,229,251,935,15,8,25.0,7,40,51,90,15,1452,14,9,528.0,13,79.0,794,92,47.0,6,68,15,16.0,22.0,97.0,552.0,336.0,11.0,123.0,2242,77,8.0,19,1010,23,5
246,313,262,476,31,15,24.0,15,50,72,89,18,1774,15,13,1702.0,10,51.0,894,116,55.0,10,52,17,26.0,14.0,70.0,520.0,386.0,17.0,109.0,1636,102,8.0,15,1130,34,13
247,217,228,324,33,11,17.0,16,24,43,83,11,1577,14,9,1380.0,10,71.0,888,102,51.0,5,53,18,23.0,17.0,92.0,467.0,387.0,12.0,83.0,1532,94,13.0,12,1157,24,5
248,264,204,323,25,12,21.0,17,28,56,73,17,1391,12,11,971.0,8,60.0,881,117,29.0,3,61,19,56.0,20.0,61.0,457.0,529.0,14.0,98.0,1500,105,9.0,19,1358,16,17
249,170,241,389,21,6,25.0,5,25,73,74,11,1283,11,9,773.0,12,48.0,766,103,40.0,6,56,21,135.0,20.0,55.0,650.0,524.0,10.0,125.0,1401,105,22.0,22,1222,27,15
250,151,893,376,21,18,27.0,17,21,57,77,10,1059,13,23,502.0,9,68.0,709,97,42.0,6,69,16,87.0,12.0,75.0,553.0,443.0,8.0,138.0,1396,86,13.0,20,1154,35,15
251,201,931,322,30,10,17.0,9,48,37,117,12,1210,25,13,380.0,8,55.0,638,124,33.0,5,60,16,97.0,20.0,63.0,502.0,463.0,8.0,82.0,1404,109,10.0,25,1163,16,15
252,234,625,329,15,16,24.0,11,40,91,94,12,3470,14,12,299.0,7,63.0,762,75,33.0,11,61,23,49.0,14.0,58.0,450.0,426.0,8.0,78.0,1495,91,15.0,24,1243,25,10
